10,106
11,138
12,90
13,94
14,128
15,145
16,110
17,169
18,211
19,267
20,166
21,133
22,351
23,168
24,188
25,143
26,121
27,121
28,145
29,110
30,126
31,206
32,134
33,93
34,138
35,166
36,168
37,237
38,162
39,165
40,96
41,360
42,213
43,153
44,198
45,165
46,130
47,131
48,217
49,132
50,141
51,118
52,159
53,152
54,169
55,180
56,305
57,149
58,109
59,108
60,144
61,134
62,282
63,164
64,157
65,157
66,289
67,215
68,191
69,197
70,202
71,181
72,252
73,114
74,80
75,116
76,390
77,266
78,151
79,96
80,144
81,186
82,108
83,102
84,157
85,164
86,112
87,145
88,141
89,99
90,115
91,123
92,192
93,160
94,170
95,475
96,156
97,158
98,194
99,163
100,115
101,89
102,122
103,247
104,153
105,156
106,176
107,211
108,109
109,126
110,151
111,148
112,158
113,216
114,163
115,103
116,186
117,140
118,156
119,178
120,283
121,94
122,158
123,152
124,181
125,102
126,134
127,257
128,130
129,141
130,156
131,112
132,361
133,135
134,106
135,105
136,85
137,141
138,167
139,145
140,114
141,383
142,202
143,121
144,104
145,157
146,117
147,238
148,135
149,149
150,110
151,233
152,139
153,162
154,162
155,154
156,192
157,147
158,152
159,411
160,130
161,114
162,127
163,255
164,126
165,108
166,167
167,160
168,148
169,143
170,131
171,125
172,144
173,154
174,151
175,168
176,202
177,129
178,157
179,153
180,130
181,145
182,281
183,324
184,369
185,194
186,142
187,139
188,134
189,154
190,194
191,124
192,190
193,154
194,162
195,117
196,139
197,224
198,122
199,169
