10,183
11,191
12,184
13,231
14,219
15,233
16,255
17,258
18,282
19,326
20,320
21,372
22,323
23,359
24,368
25,377
26,449
27,403
28,415
29,434
30,448
31,458
32,497
33,480
34,499
35,541
36,528
37,554
38,563
39,588
40,585
41,605
42,606
43,633
44,641
45,645
46,683
47,732
48,818
49,815
50,737
51,737
52,753
53,784
54,804
55,784
56,809
57,836
58,845
59,852
60,884
61,1634
62,907
63,972
64,950
65,950
66,974
67,975
68,974
69,998
70,999
71,1017
72,1033
73,1076
74,1072
75,1107
76,1137
77,1111
78,1125
79,1157
80,1144
81,1165
82,1182
83,1191
84,1220
85,1233
86,1289
87,1297
88,1299
89,1302
90,1307
91,1325
92,1364
93,1381
94,1365
95,1389
96,1400
97,1399
98,1411
99,1445
100,1441
101,2044
102,1525
103,1501
104,1515
105,1519
106,1588
107,1577
108,1559
109,1597
110,1682
111,1610
112,1713
113,1621
114,1653
115,1648
116,1686
117,1787
118,1708
119,1749
120,1756
121,1745
122,1767
123,1810
124,1799
125,1812
126,1832
127,1870
128,1890
129,1872
130,1877
131,1907
132,1927
133,1924
134,1928
135,1949
136,1969
137,1968
138,2008
139,2041
140,2036
141,2056
142,2076
143,2071
144,2127
145,2108
146,2118
147,2125
148,2133
149,2161
150,2206
151,2188
152,2190
153,2253
154,2210
155,2244
156,2282
157,2268
158,2287
159,2354
160,2361
161,2378
162,2347
163,2364
164,2379
165,2383
166,2396
167,2411
168,2438
169,2505
170,2455
171,2471
172,2485
173,2521
174,2534
175,2534
176,2609
177,2572
178,2576
179,2586
180,2582
181,2643
182,2641
183,2644
184,2656
185,2718
186,2673
187,2687
188,2785
189,2744
190,2744
191,2785
192,2791
193,2810
194,2844
195,2843
196,2859
197,2836
198,2846
199,2916
