10,252
11,201
12,610
13,216
14,371
15,380
16,353
17,469
18,287
19,434
20,448
21,835
22,478
23,460
24,1538
25,50801
26,869
27,330
28,474
29,734
30,1628
31,570
32,674
33,564
34,940
35,803
36,517
37,699
38,889
39,979
40,656
41,703
42,26551
43,785
44,944
45,962
46,686
47,838
48,888
49,1091
50,860
51,971
52,1135
53,903
54,1050
55,904
56,958
57,1100
58,948
59,1319
60,1080
61,955
62,1025
63,1069
64,1562
65,1031
66,1231
67,1068
68,1052
69,1205
70,1350
71,1127
72,1295
73,1621
74,1519
75,1893
76,1950
77,1874
78,2635
79,1294
80,1288
81,1416
82,1465
83,1498
84,1277
85,51072
86,1297
87,1872
88,1315
89,1661
90,2606
91,2090
92,2010
93,2382
94,1828
95,1715
96,2146
97,2598
98,1567
99,2527
100,1982
101,2089
102,1640
103,1687
104,53813
105,3215
106,2057
107,2260
108,1898
109,2112
110,2059
111,2115
112,2750
113,1948
114,3284
115,2025
116,1846
117,2327
118,2300
119,3501
120,53238
121,2594
122,2148
123,2318
124,2164
125,2737
126,1977
127,2395
128,3418
129,3115
130,2414
131,2066
132,54627
133,52373
134,2238
135,2734
136,2388
137,2291
138,2648
139,2997
140,3318
141,2765
142,2622
143,3603
144,2340
145,2429
146,2297
147,2909
148,2739
149,2951
150,3439
151,3209
152,2697
153,2367
154,2553
155,3478
156,2584
157,2567
158,9534
159,2692
160,2609
161,2954
162,2878
163,3033
164,52526
165,4345
166,2954
167,2733
168,4574
169,2757
170,3008
171,3243
172,3052
173,3227
174,4452
175,3729
176,3807
177,4120
178,3137
179,2534
180,2736
181,4269
182,3142
183,2804
184,3317
185,3523
186,3789
187,61751
188,45442
189,3530
190,3693
191,3608
192,3267
193,3524
194,3802
195,3463
196,5334
197,54897
198,3160
199,3803
