10,311
11,85
12,134
13,76
14,260
15,274
16,122
17,196
18,399
19,231
20,192
21,280
22,372
23,786
24,368
25,271
26,270
27,695
28,177
29,493
30,219
31,151
32,232
33,379
34,231
35,180
36,387
37,270
38,252
39,423
40,520
41,400
42,367
43,606
44,311
45,563
46,245
47,570
48,269
49,260
50,673
51,438
52,402
53,581
54,588
55,350
56,539
57,741
58,1370
59,429
60,566
61,614
62,868
63,540
64,339
65,403
66,683
67,437
68,476
69,400
70,382
71,585
72,467
73,470
74,432
75,468
76,535
77,1101
78,544
79,479
80,774
81,1864
82,444
83,673
84,690
85,636
86,609
87,451
88,471
89,1272
90,854
91,682
92,732
93,990
94,896
95,568
96,713
97,473
98,842
99,1099
100,808
101,917
102,562
103,977
104,528
105,617
106,662
107,599
108,615
109,569
110,959
111,703
112,968
113,637
114,709
115,687
116,684
117,1788
118,639
119,855
120,1277
121,642
122,762
123,768
124,1026
125,1341
126,728
127,1200
128,837
129,2272
130,846
131,1078
132,729
133,776
134,1203
135,650
136,1495
137,758
138,1314
139,785
140,822
141,1355
142,1608
143,1192
144,760
145,875
146,788
147,830
148,889
149,1000
150,1144
151,1394
152,2049
153,880
154,882
155,1927
156,1196
157,1247
158,987
159,800
160,787
161,1323
162,890
163,1485
164,1162
165,957
166,891
167,921
168,1711
169,1589
170,778
171,1178
172,967
173,1248
174,2049
175,1026
176,871
177,1181
178,821
179,1212
180,1916
181,2035
182,1041
183,1441
184,1227
185,1332
186,921
187,979
188,1174
189,1291
190,986
191,955
192,1095
193,1815
194,1025
195,1074
196,2503
197,1181
198,1706
199,1948
