10,664
11,751
12,810
13,751
14,999
15,913
16,948
17,1047
18,1094
19,1128
20,1014
21,1289
22,1279
23,1089
24,1367
25,1398
26,1240
27,1418
28,1273
29,1454
30,1397
31,1610
32,1495
33,1384
34,1410
35,1729
36,1693
37,1657
38,1718
39,1821
40,1855
41,1819
42,2174
43,1753
44,2039
45,1725
46,1816
47,1979
48,51853
49,1822
50,1947
51,51898
52,1824
53,2215
54,2029
55,2140
56,1922
57,2395
58,2671
59,2181
60,2239
61,2238
62,2308
63,2337
64,60424
65,2900
66,2624
67,2550
68,2821
69,18097
70,2396
71,2488
72,2728
73,52372
74,23602
75,3062
76,52394
77,29714
78,2700
79,52399
80,2234
81,2907
82,3096
83,12640
84,2816
85,2992
86,2974
87,53433
88,114444
89,3028
90,52872
91,2990
92,75234
93,49433
94,3166
95,3421
96,75039
97,53880
98,3257
99,86095
100,3320
101,3271
102,3363
103,3676
104,12098
105,3559
106,86124
107,53955
108,39894
109,3454
110,53600
111,54004
112,36315
113,53115
114,3655
115,3873
116,3888
117,4016
118,6554
119,93617
120,53444
121,3626
122,3928
123,4309
124,4273
125,5320
126,53936
127,4280
128,30184
129,53910
130,4043
131,31688
132,93888
133,54014
134,3750
135,3944
136,5633
137,4931
138,4874
139,291020
140,54359
141,38489
142,4720
143,4852
144,54622
145,4441
146,112018
147,4666
148,55062
149,80624
150,4486
151,4722
152,4785
153,5282
154,5295
155,5177
156,55377
157,4733
158,5267
159,11955
160,92722
161,54786
162,135292
163,55062
164,43384
165,90950
166,54916
167,36959
168,54570
169,4735
170,77244
171,5186
172,37377
173,197431
174,4716
175,55761
176,5415
177,120078
178,55248
179,30864
180,55349
181,5892
182,5827
183,5778
184,7433
185,96509
186,6052
187,55589
188,5777
189,65681
190,6149
191,133864
192,150245
193,97798
194,47498
195,88067
196,55714
197,135145
198,97900
199,6839
