10,1707
11,1518
12,1634
13,1660
14,1686
15,1865
16,1877
17,2143
18,2088
19,2373
20,2232
21,2394
22,2462
23,2483
24,2639
25,2544
26,2542
27,2776
28,2833
29,3085
30,3057
31,2975
32,3405
33,2965
34,3074
35,3260
36,4625
37,3376
38,3642
39,3303
40,3688
41,3693
42,3594
43,3580
44,3595
45,3843
46,3876
47,3859
48,4161
49,4083
50,4097
51,4204
52,4316
53,4330
54,4358
55,4290
56,4528
57,4497
58,4735
59,4772
60,4454
61,4465
62,4653
63,5131
64,5021
65,4937
66,4973
67,4841
68,4955
69,5157
70,5042
71,4858
72,5054
73,5040
74,5675
75,4992
76,5274
77,5461
78,5663
79,5140
80,5678
81,5649
82,5510
83,5818
84,5407
85,5781
86,5793
87,6003
88,5775
89,5732
90,5900
91,5984
92,6417
93,5937
94,6143
95,6235
96,6522
97,6482
98,6492
99,6104
100,6056
101,6144
102,6593
103,6509
104,6514
105,6518
106,7046
107,6449
108,6908
109,7027
110,6807
111,6632
112,7024
113,6951
114,6938
115,6698
116,6831
117,6952
118,6856
119,7201
120,7188
121,7760
122,7321
123,7043
124,7441
125,7533
126,7575
127,7246
128,7498
129,7498
130,8023
131,7426
132,7947
133,7778
134,7497
135,7541
136,8085
137,8359
138,8037
139,7504
140,7741
141,7739
142,7876
143,7920
144,8020
145,7709
146,7841
147,7850
148,8296
149,7880
150,8241
151,8234
152,8156
153,8160
154,8166
155,8480
156,9017
157,8378
158,8349
159,8728
160,8679
161,8775
162,8827
163,8673
164,8446
165,8648
166,9038
167,8929
168,8640
169,9220
170,8885
171,9169
172,9161
173,9058
174,9264
175,9218
176,8926
177,9532
178,9168
179,9181
180,9606
181,9216
182,9409
183,9511
184,9479
185,9679
186,9373
187,9676
188,9798
189,9646
190,9857
191,10007
192,9940
193,10020
194,9712
195,9465
196,9969
197,9603
198,9861
199,9497
