10,13
11,13
12,13
13,12
14,13
15,12
16,12
17,12
18,13
19,12
20,12
21,12
22,12
23,12
24,12
25,12
26,12
27,13
28,12
29,13
30,12
31,13
32,12
33,12
34,12
35,12
36,12
37,13
38,12
39,12
40,12
41,13
42,12
43,12
44,12
45,12
46,12
47,12
48,12
49,13
50,13
51,12
52,12
53,13
54,12
55,12
56,12
57,12
58,13
59,12
60,13
61,13
62,15
63,13
64,12
65,12
66,12
67,13
68,12
69,12
70,12
71,13
72,12
73,13
74,15
75,12
76,12
77,13
78,13
79,13
80,13
81,12
82,12
83,12
84,14
85,13
86,13
87,12
88,12
89,12
90,12
91,12
92,12
93,12
94,13
95,12
96,12
97,12
98,12
99,12
100,12
101,12
102,12
103,12
104,12
105,12
106,12
107,13
108,12
109,12
110,12
111,12
112,12
113,12
114,13
115,12
116,12
117,12
118,12
119,13
120,12
121,13
122,12
123,12
124,12
125,13
126,12
127,13
128,12
129,12
130,12
131,12
132,12
133,12
134,12
135,12
136,12
137,12
138,12
139,13
140,12
141,12
142,12
143,12
144,12
145,15
146,13
147,12
148,12
149,12
150,13
151,12
152,12
153,12
154,13
155,12
156,12
157,12
158,14
159,12
160,12
161,14
162,12
163,12
164,13
165,12
166,13
167,12
168,13
169,12
170,12
171,12
172,13
173,12
174,13
175,12
176,12
177,12
178,12
179,12
180,12
181,12
182,13
183,13
184,17
185,12
186,12
187,13
188,13
189,12
190,12
191,14
192,12
193,12
194,18
195,12
196,12
197,12
198,12
199,12
